category,name,brand,price,stock_quantity,attributes,image_url,description,currency
RAM,RAM Model 845 Rev-54,NVIDIA,28885.43,55,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_845_rev-54.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
HDD,HDD Model 385 Rev-89,Kingston,12986.83,71,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_385_rev-89.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 888 Rev-19,Gigabyte,52143.52,19,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_888_rev-19.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 907 Rev-97,Intel,29076.23,20,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_907_rev-97.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 606 Rev-52,Seagate,36532.33,60,{'socket': 'LGA1700'},https://example.com/ssd_model_606_rev-52.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 508 Rev-21,Gigabyte,55852.02,52,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_508_rev-21.jpg,A high-performance processor suitable for gaming and content creation.,BDT
HDD,HDD Model 300 Rev-91,AMD,16373.96,82,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_300_rev-91.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
HDD,HDD Model 612 Rev-13,Gigabyte,30920.27,49,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_612_rev-13.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 471 Rev-65,NVIDIA,19171.61,29,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_471_rev-65.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 652 Rev-94,Kingston,47690.39,70,{'speed': '3200MHz'},https://example.com/cpu_model_652_rev-94.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 464 Rev-79,Patriot,27325.59,35,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_464_rev-79.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 930 Rev-8,Seagate,45484.61,81,{'speed': '3200MHz'},https://example.com/cpu_model_930_rev-8.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
GPU,GPU Model 727 Rev-6,Kingston,171768.14,69,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_727_rev-6.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 686 Rev-99,Kingston,57695.81,56,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_686_rev-99.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 779 Rev-5,Gigabyte,45439.54,70,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_779_rev-5.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 629 Rev-8,Gigabyte,56916.18,81,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_629_rev-8.jpg,A high-performance processor suitable for gaming and content creation.,BDT
HDD,HDD Model 755 Rev-36,NVIDIA,24603.95,27,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_755_rev-36.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Motherboard,Motherboard Model 317 Rev-38,NVIDIA,59135.54,86,{'socket': 'LGA1700'},https://example.com/motherboard_model_317_rev-38.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 816 Rev-23,Corsair,60504.81,22,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_816_rev-23.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 693 Rev-98,AMD,15993.65,90,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_693_rev-98.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 672 Rev-72,AMD,59071.9,34,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_672_rev-72.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 279 Rev-87,Kingston,236242.19,58,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_279_rev-87.jpg,A high-performance processor suitable for gaming and content creation.,BDT
SSD,SSD Model 769 Rev-97,Seagate,95855.37,51,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_769_rev-97.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 280 Rev-40,NVIDIA,69157.98,51,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_280_rev-40.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 994 Rev-38,Kingston,36386.77,22,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_994_rev-38.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 726 Rev-27,Patriot,10164.86,93,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_726_rev-27.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 595 Rev-23,Intel,30115.29,10,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_595_rev-23.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 254 Rev-45,Patriot,14185.83,89,{'speed': '3200MHz'},https://example.com/motherboard_model_254_rev-45.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 337 Rev-75,Corsair,6251.14,84,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_337_rev-75.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 158 Rev-93,Seagate,18507.68,16,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_158_rev-93.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 149 Rev-84,AMD,34847.27,86,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_149_rev-84.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
PSU,PSU Model 866 Rev-71,Seagate,21318.36,72,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_866_rev-71.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 286 Rev-12,AMD,22538.87,83,{'speed': '3200MHz'},https://example.com/ram_model_286_rev-12.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 809 Rev-55,Intel,23063.35,78,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_809_rev-55.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
CPU,CPU Model 360 Rev-50,Corsair,21633.8,95,{'socket': 'LGA1700'},https://example.com/cpu_model_360_rev-50.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 408 Rev-91,Patriot,67444.75,22,{'speed': '3200MHz'},https://example.com/cpu_model_408_rev-91.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
GPU,GPU Model 190 Rev-9,NVIDIA,141770.02,71,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_190_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 208 Rev-41,AMD,24393.57,91,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_208_rev-41.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 523 Rev-89,AMD,45920.9,25,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_523_rev-89.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 204 Rev-7,Corsair,57940.64,22,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_204_rev-7.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 992 Rev-72,Intel,11258.27,50,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_992_rev-72.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 252 Rev-31,Seagate,22318.13,90,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_252_rev-31.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 751 Rev-75,AMD,231015.46,48,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_751_rev-75.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 863 Rev-42,NVIDIA,24050.52,96,{'socket': 'LGA1700'},https://example.com/case_model_863_rev-42.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 127 Rev-99,Corsair,24217.72,91,{'socket': 'LGA1700'},https://example.com/hdd_model_127_rev-99.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 525 Rev-22,NVIDIA,8328.42,50,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_525_rev-22.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 586 Rev-41,NVIDIA,12317.65,88,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_586_rev-41.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 993 Rev-24,Seagate,205948.48,13,{'speed': '3200MHz'},https://example.com/gpu_model_993_rev-24.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 198 Rev-54,Corsair,45048.68,35,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_198_rev-54.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 304 Rev-45,Patriot,23068.03,98,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_304_rev-45.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 987 Rev-56,Patriot,76839.51,68,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_987_rev-56.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
HDD,HDD Model 731 Rev-28,Corsair,40026.13,98,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_731_rev-28.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 331 Rev-97,Kingston,10997.34,57,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_331_rev-97.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 500 Rev-86,Kingston,59281.54,26,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_500_rev-86.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 200 Rev-26,Patriot,13600.59,52,{'socket': 'LGA1700'},https://example.com/case_model_200_rev-26.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 346 Rev-14,Gigabyte,37566.03,45,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_346_rev-14.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 752 Rev-85,NVIDIA,33454.98,76,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_752_rev-85.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 691 Rev-53,Gigabyte,37840.88,62,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_691_rev-53.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 836 Rev-68,AMD,33670.11,12,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_836_rev-68.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 399 Rev-67,Gigabyte,56371.66,58,{'speed': '3200MHz'},https://example.com/ssd_model_399_rev-67.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 314 Rev-78,Gigabyte,104502.09,31,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_314_rev-78.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 122 Rev-30,Kingston,30422.28,52,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_122_rev-30.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 384 Rev-2,AMD,37219.74,19,{'speed': '3200MHz'},https://example.com/motherboard_model_384_rev-2.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 934 Rev-33,NVIDIA,24258.38,54,{'speed': '3200MHz'},https://example.com/ram_model_934_rev-33.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 138 Rev-82,Patriot,29077.98,45,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_138_rev-82.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 641 Rev-56,Kingston,6793.7,93,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_641_rev-56.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 224 Rev-87,AMD,13564.64,53,{'speed': '3200MHz'},https://example.com/hdd_model_224_rev-87.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 659 Rev-36,Intel,32340.52,85,{'socket': 'LGA1700'},https://example.com/hdd_model_659_rev-36.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 966 Rev-34,Corsair,144370.8,39,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_966_rev-34.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 910 Rev-37,NVIDIA,7242.22,100,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_910_rev-37.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 112 Rev-12,Intel,18920.19,45,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_112_rev-12.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 232 Rev-10,Kingston,24018.57,68,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_232_rev-10.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 529 Rev-56,Kingston,38379.87,66,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_529_rev-56.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 912 Rev-85,Seagate,32843.09,39,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_912_rev-85.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 715 Rev-97,Intel,28505.16,11,{'speed': '3200MHz'},https://example.com/psu_model_715_rev-97.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 811 Rev-46,Patriot,16066.41,33,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_811_rev-46.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
PSU,PSU Model 507 Rev-8,Kingston,19949.82,69,{'socket': 'LGA1700'},https://example.com/psu_model_507_rev-8.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 863 Rev-12,AMD,18380.78,90,{'socket': 'LGA1700'},https://example.com/gpu_model_863_rev-12.jpg,A high-performance processor suitable for gaming and content creation.,BDT
HDD,HDD Model 486 Rev-4,Seagate,38206.33,75,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_486_rev-4.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 371 Rev-89,Patriot,33165.18,100,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_371_rev-89.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 608 Rev-65,Seagate,34096.91,33,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_608_rev-65.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
CPU,CPU Model 357 Rev-96,AMD,24707.16,88,{'speed': '3200MHz'},https://example.com/cpu_model_357_rev-96.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 473 Rev-49,Patriot,8870.43,88,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_473_rev-49.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 848 Rev-90,Patriot,20161.52,51,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_848_rev-90.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 153 Rev-61,Intel,184136.67,100,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_153_rev-61.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
PSU,PSU Model 396 Rev-26,Intel,26350.84,73,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_396_rev-26.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 192 Rev-43,Intel,17319.13,64,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_192_rev-43.jpg,A high-performance processor suitable for gaming and content creation.,BDT
HDD,HDD Model 333 Rev-63,Seagate,35925.3,67,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_333_rev-63.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Motherboard,Motherboard Model 918 Rev-24,Corsair,14437.15,32,{'speed': '3200MHz'},https://example.com/motherboard_model_918_rev-24.jpg,A high-performance processor suitable for gaming and content creation.,BDT
HDD,HDD Model 182 Rev-79,Kingston,15106.82,44,{'speed': '3200MHz'},https://example.com/hdd_model_182_rev-79.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 630 Rev-92,Intel,10639.52,95,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_630_rev-92.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 990 Rev-11,AMD,59732.93,27,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_990_rev-11.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
CPU,CPU Model 982 Rev-63,AMD,16056.58,75,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_982_rev-63.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 120 Rev-77,Patriot,24308.84,31,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_120_rev-77.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 203 Rev-63,AMD,37056.7,15,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_203_rev-63.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
PSU,PSU Model 277 Rev-33,NVIDIA,23092.79,30,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_277_rev-33.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
CPU,CPU Model 176 Rev-94,Corsair,60064.35,97,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_176_rev-94.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 576 Rev-16,Gigabyte,56164.78,77,{'speed': '3200MHz'},https://example.com/motherboard_model_576_rev-16.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 290 Rev-20,Corsair,22125.79,61,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_290_rev-20.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 892 Rev-35,Gigabyte,31858.44,63,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_892_rev-35.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 136 Rev-49,AMD,96793.27,17,{'speed': '3200MHz'},https://example.com/gpu_model_136_rev-49.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 428 Rev-17,Gigabyte,13936.54,36,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_428_rev-17.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 253 Rev-21,Kingston,56900.61,14,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_253_rev-21.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 886 Rev-87,NVIDIA,28158.18,86,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_886_rev-87.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 311 Rev-33,Kingston,34113.17,88,{'speed': '3200MHz'},https://example.com/ram_model_311_rev-33.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 469 Rev-32,AMD,11435.36,75,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_469_rev-32.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
RAM,RAM Model 180 Rev-84,Gigabyte,25593.28,49,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_180_rev-84.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 525 Rev-50,Intel,69100.78,14,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_525_rev-50.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 669 Rev-99,NVIDIA,21438.56,67,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_669_rev-99.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 713 Rev-57,AMD,34341.55,49,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_713_rev-57.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 766 Rev-29,Gigabyte,16420.09,61,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_766_rev-29.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 274 Rev-19,Patriot,217787.19,44,{'speed': '3200MHz'},https://example.com/gpu_model_274_rev-19.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 922 Rev-9,Seagate,24607.46,33,{'speed': '3200MHz'},https://example.com/psu_model_922_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 395 Rev-56,NVIDIA,48898.45,76,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_395_rev-56.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
GPU,GPU Model 227 Rev-5,Kingston,216037.98,90,{'speed': '3200MHz'},https://example.com/gpu_model_227_rev-5.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
HDD,HDD Model 839 Rev-55,Kingston,11495.27,94,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_839_rev-55.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 488 Rev-15,AMD,16014.89,87,{'socket': 'LGA1700'},https://example.com/ram_model_488_rev-15.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 558 Rev-86,Intel,39887.0,61,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_558_rev-86.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
SSD,SSD Model 607 Rev-81,Patriot,55646.26,45,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_607_rev-81.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 371 Rev-11,Patriot,15781.62,62,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_371_rev-11.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 111 Rev-86,Gigabyte,12452.25,25,{'socket': 'LGA1700'},https://example.com/hdd_model_111_rev-86.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 345 Rev-76,Seagate,33215.87,53,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_345_rev-76.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 469 Rev-9,Kingston,36195.12,31,{'socket': 'LGA1700'},https://example.com/motherboard_model_469_rev-9.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 254 Rev-77,NVIDIA,6424.83,47,{'speed': '3200MHz'},https://example.com/ram_model_254_rev-77.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 519 Rev-24,Corsair,4279.65,24,{'socket': 'LGA1700'},https://example.com/ram_model_519_rev-24.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
SSD,SSD Model 581 Rev-28,Corsair,30432.58,15,{'speed': '3200MHz'},https://example.com/ssd_model_581_rev-28.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
RAM,RAM Model 218 Rev-87,Patriot,12331.79,63,{'socket': 'LGA1700'},https://example.com/ram_model_218_rev-87.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 914 Rev-2,Patriot,50928.95,96,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_914_rev-2.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
CPU,CPU Model 743 Rev-35,Seagate,61882.86,23,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_743_rev-35.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 126 Rev-39,Gigabyte,27400.75,12,{'speed': '3200MHz'},https://example.com/motherboard_model_126_rev-39.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 110 Rev-10,AMD,181749.84,15,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_110_rev-10.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
RAM,RAM Model 417 Rev-9,Gigabyte,8090.25,78,{'speed': '3200MHz'},https://example.com/ram_model_417_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 110 Rev-77,Seagate,16225.76,87,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_110_rev-77.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
SSD,SSD Model 573 Rev-19,AMD,18640.45,99,{'speed': '3200MHz'},https://example.com/ssd_model_573_rev-19.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Case,Case Model 221 Rev-67,Corsair,58797.12,36,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_221_rev-67.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
