category,name,brand,price,stock_quantity,attributes,image_url,description
CPU,CPU Model 499 Rev-48,Intel,914.97,95,{'socket': 'LGA1700'},https://example.com/cpu_model_499_rev-48.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 642 Rev-49,AMD,819.28,11,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_642_rev-49.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 562 Rev-90,AMD,359.96,35,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_562_rev-90.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 809 Rev-6,Patriot,183.03,18,{'socket': 'LGA1700'},https://example.com/cpu_model_809_rev-6.jpg,A high-performance processor suitable for gaming and content creation.
HDD,HDD Model 702 Rev-78,Corsair,332.43,16,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_702_rev-78.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 600 Rev-20,Gigabyte,875.02,28,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_600_rev-20.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 930 Rev-39,Patriot,444.36,58,{'speed': '3200MHz'},https://example.com/ssd_model_930_rev-39.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 360 Rev-83,NVIDIA,956.59,86,{'speed': '3200MHz'},https://example.com/psu_model_360_rev-83.jpg,A high-capacity HDD ideal for storing large amounts of data.
GPU,GPU Model 862 Rev-48,Seagate,196.71,26,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_862_rev-48.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 242 Rev-55,AMD,993.57,35,{'speed': '3200MHz'},https://example.com/psu_model_242_rev-55.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 679 Rev-91,Corsair,529.61,77,{'speed': '3200MHz'},https://example.com/ssd_model_679_rev-91.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 639 Rev-22,Corsair,841.63,48,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_639_rev-22.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Motherboard,Motherboard Model 370 Rev-51,Patriot,882.52,98,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_370_rev-51.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 166 Rev-52,Gigabyte,911.04,48,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_166_rev-52.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 115 Rev-77,Seagate,809.77,57,{'socket': 'LGA1700'},https://example.com/psu_model_115_rev-77.jpg,A high-performance processor suitable for gaming and content creation.
SSD,SSD Model 860 Rev-11,Intel,51.79,56,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_860_rev-11.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 210 Rev-79,NVIDIA,522.87,30,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_210_rev-79.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 213 Rev-8,Patriot,120.39,62,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_213_rev-8.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 130 Rev-32,Intel,70.27,83,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_130_rev-32.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 845 Rev-54,NVIDIA,483.12,55,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_845_rev-54.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 385 Rev-89,Kingston,308.98,71,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_385_rev-89.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 888 Rev-19,Gigabyte,469.21,19,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_888_rev-19.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 907 Rev-97,Intel,212.57,20,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_907_rev-97.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 606 Rev-52,Seagate,818.66,60,{'socket': 'LGA1700'},https://example.com/ssd_model_606_rev-52.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 508 Rev-21,Gigabyte,861.94,52,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_508_rev-21.jpg,A high-performance processor suitable for gaming and content creation.
HDD,HDD Model 300 Rev-91,AMD,286.14,82,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_300_rev-91.jpg,A reliable motherboard designed for overclocking and heavy usage.
HDD,HDD Model 612 Rev-13,Gigabyte,644.95,49,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_612_rev-13.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 471 Rev-65,NVIDIA,842.0,29,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_471_rev-65.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 652 Rev-94,Kingston,130.48,70,{'speed': '3200MHz'},https://example.com/cpu_model_652_rev-94.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 464 Rev-79,Patriot,144.87,35,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_464_rev-79.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 930 Rev-8,Seagate,169.99,81,{'speed': '3200MHz'},https://example.com/cpu_model_930_rev-8.jpg,A high-capacity HDD ideal for storing large amounts of data.
GPU,GPU Model 727 Rev-6,Kingston,348.76,69,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_727_rev-6.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 686 Rev-99,Kingston,231.69,56,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_686_rev-99.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 779 Rev-5,Gigabyte,914.86,70,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_779_rev-5.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 629 Rev-8,Gigabyte,118.35,81,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_629_rev-8.jpg,A high-performance processor suitable for gaming and content creation.
HDD,HDD Model 755 Rev-36,NVIDIA,100.16,27,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_755_rev-36.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Motherboard,Motherboard Model 317 Rev-38,NVIDIA,159.46,86,{'socket': 'LGA1700'},https://example.com/motherboard_model_317_rev-38.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 816 Rev-23,Corsair,983.03,22,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_816_rev-23.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
PSU,PSU Model 693 Rev-98,AMD,994.76,90,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_693_rev-98.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 672 Rev-72,AMD,266.67,34,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_672_rev-72.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 279 Rev-87,Kingston,328.51,58,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_279_rev-87.jpg,A high-performance processor suitable for gaming and content creation.
SSD,SSD Model 769 Rev-97,Seagate,223.83,51,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_769_rev-97.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 280 Rev-40,NVIDIA,855.22,51,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_280_rev-40.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 994 Rev-38,Kingston,303.68,22,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_994_rev-38.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 726 Rev-27,Patriot,658.76,93,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_726_rev-27.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 595 Rev-23,Intel,556.19,10,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_595_rev-23.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 254 Rev-45,Patriot,805.18,89,{'speed': '3200MHz'},https://example.com/motherboard_model_254_rev-45.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 337 Rev-75,Corsair,523.44,84,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_337_rev-75.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 158 Rev-93,Seagate,751.75,16,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_158_rev-93.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 149 Rev-84,AMD,795.86,86,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_149_rev-84.jpg,A high-capacity HDD ideal for storing large amounts of data.
PSU,PSU Model 866 Rev-71,Seagate,843.09,72,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_866_rev-71.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 286 Rev-12,AMD,458.31,83,{'speed': '3200MHz'},https://example.com/ram_model_286_rev-12.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 809 Rev-55,Intel,544.01,78,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_809_rev-55.jpg,A reliable motherboard designed for overclocking and heavy usage.
CPU,CPU Model 360 Rev-50,Corsair,109.67,95,{'socket': 'LGA1700'},https://example.com/cpu_model_360_rev-50.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 408 Rev-91,Patriot,275.84,22,{'speed': '3200MHz'},https://example.com/cpu_model_408_rev-91.jpg,A high-capacity HDD ideal for storing large amounts of data.
GPU,GPU Model 190 Rev-9,NVIDIA,423.18,71,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_190_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 208 Rev-41,AMD,558.64,91,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_208_rev-41.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 523 Rev-89,AMD,364.81,25,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_523_rev-89.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 204 Rev-7,Corsair,289.85,22,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_204_rev-7.jpg,A high-capacity HDD ideal for storing large amounts of data.
RAM,RAM Model 992 Rev-72,Intel,221.11,50,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_992_rev-72.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 252 Rev-31,Seagate,259.04,90,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_252_rev-31.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 751 Rev-75,AMD,366.4,48,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_751_rev-75.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 863 Rev-42,NVIDIA,356.76,96,{'socket': 'LGA1700'},https://example.com/case_model_863_rev-42.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 127 Rev-99,Corsair,728.89,91,{'socket': 'LGA1700'},https://example.com/hdd_model_127_rev-99.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 525 Rev-22,NVIDIA,687.92,50,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_525_rev-22.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 586 Rev-41,NVIDIA,685.63,88,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_586_rev-41.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 993 Rev-24,Seagate,578.59,13,{'speed': '3200MHz'},https://example.com/gpu_model_993_rev-24.jpg,An SSD offering fast read/write speeds and durable performance.
HDD,HDD Model 198 Rev-54,Corsair,537.91,35,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_198_rev-54.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 304 Rev-45,Patriot,956.32,98,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_304_rev-45.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 987 Rev-56,Patriot,213.05,68,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_987_rev-56.jpg,A reliable motherboard designed for overclocking and heavy usage.
HDD,HDD Model 731 Rev-28,Corsair,161.07,98,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_731_rev-28.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 331 Rev-97,Kingston,713.46,57,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_331_rev-97.jpg,A high-capacity HDD ideal for storing large amounts of data.
Motherboard,Motherboard Model 500 Rev-86,Kingston,699.11,26,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_500_rev-86.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 200 Rev-26,Patriot,684.99,52,{'socket': 'LGA1700'},https://example.com/case_model_200_rev-26.jpg,An SSD offering fast read/write speeds and durable performance.
HDD,HDD Model 346 Rev-14,Gigabyte,161.68,45,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_346_rev-14.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 752 Rev-85,NVIDIA,857.3,76,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_752_rev-85.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 691 Rev-53,Gigabyte,334.49,62,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_691_rev-53.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 836 Rev-68,AMD,271.37,12,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_836_rev-68.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 399 Rev-67,Gigabyte,775.91,58,{'speed': '3200MHz'},https://example.com/ssd_model_399_rev-67.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 314 Rev-78,Gigabyte,470.18,31,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_314_rev-78.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
PSU,PSU Model 122 Rev-30,Kingston,967.49,52,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_122_rev-30.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 384 Rev-2,AMD,597.52,19,{'speed': '3200MHz'},https://example.com/motherboard_model_384_rev-2.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 934 Rev-33,NVIDIA,945.98,54,{'speed': '3200MHz'},https://example.com/ram_model_934_rev-33.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 138 Rev-82,Patriot,778.77,45,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_138_rev-82.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 641 Rev-56,Kingston,738.63,93,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_641_rev-56.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 224 Rev-87,AMD,697.0,53,{'speed': '3200MHz'},https://example.com/hdd_model_224_rev-87.jpg,An SSD offering fast read/write speeds and durable performance.
HDD,HDD Model 659 Rev-36,Intel,272.32,85,{'socket': 'LGA1700'},https://example.com/hdd_model_659_rev-36.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 966 Rev-34,Corsair,559.28,39,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_966_rev-34.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 910 Rev-37,NVIDIA,986.11,100,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_910_rev-37.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 112 Rev-12,Intel,485.55,45,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_112_rev-12.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 232 Rev-10,Kingston,922.13,68,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_232_rev-10.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 529 Rev-56,Kingston,474.87,66,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_529_rev-56.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 912 Rev-85,Seagate,847.15,39,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_912_rev-85.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 715 Rev-97,Intel,281.33,11,{'speed': '3200MHz'},https://example.com/psu_model_715_rev-97.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 811 Rev-46,Patriot,342.13,33,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_811_rev-46.jpg,A high-capacity HDD ideal for storing large amounts of data.
PSU,PSU Model 507 Rev-8,Kingston,960.99,69,{'socket': 'LGA1700'},https://example.com/psu_model_507_rev-8.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 863 Rev-12,AMD,285.94,90,{'socket': 'LGA1700'},https://example.com/gpu_model_863_rev-12.jpg,A high-performance processor suitable for gaming and content creation.
HDD,HDD Model 486 Rev-4,Seagate,300.68,75,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_486_rev-4.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 371 Rev-89,Patriot,931.71,100,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_371_rev-89.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 608 Rev-65,Seagate,989.25,33,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_608_rev-65.jpg,A reliable motherboard designed for overclocking and heavy usage.
CPU,CPU Model 357 Rev-96,AMD,620.97,88,{'speed': '3200MHz'},https://example.com/cpu_model_357_rev-96.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 473 Rev-49,Patriot,417.76,88,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_473_rev-49.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
PSU,PSU Model 848 Rev-90,Patriot,618.41,51,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_848_rev-90.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 153 Rev-61,Intel,974.87,100,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_153_rev-61.jpg,A high-capacity HDD ideal for storing large amounts of data.
PSU,PSU Model 396 Rev-26,Intel,993.68,73,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_396_rev-26.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 192 Rev-43,Intel,328.72,64,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_192_rev-43.jpg,A high-performance processor suitable for gaming and content creation.
HDD,HDD Model 333 Rev-63,Seagate,660.68,67,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_333_rev-63.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Motherboard,Motherboard Model 918 Rev-24,Corsair,333.67,32,{'speed': '3200MHz'},https://example.com/motherboard_model_918_rev-24.jpg,A high-performance processor suitable for gaming and content creation.
HDD,HDD Model 182 Rev-79,Kingston,778.22,44,{'speed': '3200MHz'},https://example.com/hdd_model_182_rev-79.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 630 Rev-92,Intel,328.44,95,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_630_rev-92.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 990 Rev-11,AMD,192.05,27,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_990_rev-11.jpg,A reliable motherboard designed for overclocking and heavy usage.
CPU,CPU Model 982 Rev-63,AMD,532.02,75,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_982_rev-63.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 120 Rev-77,Patriot,491.53,31,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_120_rev-77.jpg,A reliable motherboard designed for overclocking and heavy usage.
Motherboard,Motherboard Model 203 Rev-63,AMD,833.31,15,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_203_rev-63.jpg,A high-capacity HDD ideal for storing large amounts of data.
PSU,PSU Model 277 Rev-33,NVIDIA,261.4,30,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_277_rev-33.jpg,A reliable motherboard designed for overclocking and heavy usage.
CPU,CPU Model 176 Rev-94,Corsair,204.92,97,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_176_rev-94.jpg,A reliable motherboard designed for overclocking and heavy usage.
Motherboard,Motherboard Model 576 Rev-16,Gigabyte,143.48,77,{'speed': '3200MHz'},https://example.com/motherboard_model_576_rev-16.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 290 Rev-20,Corsair,113.55,61,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_290_rev-20.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 892 Rev-35,Gigabyte,368.22,63,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_892_rev-35.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 136 Rev-49,AMD,628.83,17,{'speed': '3200MHz'},https://example.com/gpu_model_136_rev-49.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 428 Rev-17,Gigabyte,522.84,36,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_428_rev-17.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 253 Rev-21,Kingston,135.23,14,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_253_rev-21.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 886 Rev-87,NVIDIA,140.19,86,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_886_rev-87.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 311 Rev-33,Kingston,786.65,88,{'speed': '3200MHz'},https://example.com/ram_model_311_rev-33.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 469 Rev-32,AMD,314.04,75,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_469_rev-32.jpg,A reliable motherboard designed for overclocking and heavy usage.
RAM,RAM Model 180 Rev-84,Gigabyte,840.81,49,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_180_rev-84.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 525 Rev-50,Intel,768.52,14,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_525_rev-50.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 669 Rev-99,NVIDIA,589.03,67,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_669_rev-99.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 713 Rev-57,AMD,577.93,49,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_713_rev-57.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 766 Rev-29,Gigabyte,223.2,61,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_766_rev-29.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 274 Rev-19,Patriot,286.94,44,{'speed': '3200MHz'},https://example.com/gpu_model_274_rev-19.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 922 Rev-9,Seagate,562.46,33,{'speed': '3200MHz'},https://example.com/psu_model_922_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 395 Rev-56,NVIDIA,194.28,76,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_395_rev-56.jpg,A high-capacity HDD ideal for storing large amounts of data.
GPU,GPU Model 227 Rev-5,Kingston,391.56,90,{'speed': '3200MHz'},https://example.com/gpu_model_227_rev-5.jpg,A reliable motherboard designed for overclocking and heavy usage.
HDD,HDD Model 839 Rev-55,Kingston,317.81,94,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_839_rev-55.jpg,A high-capacity HDD ideal for storing large amounts of data.
RAM,RAM Model 488 Rev-15,AMD,83.16,87,{'socket': 'LGA1700'},https://example.com/ram_model_488_rev-15.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 558 Rev-86,Intel,758.61,61,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_558_rev-86.jpg,An SSD offering fast read/write speeds and durable performance.
SSD,SSD Model 607 Rev-81,Patriot,194.86,45,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_607_rev-81.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 371 Rev-11,Patriot,418.67,62,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_371_rev-11.jpg,An SSD offering fast read/write speeds and durable performance.
HDD,HDD Model 111 Rev-86,Gigabyte,932.44,25,{'socket': 'LGA1700'},https://example.com/hdd_model_111_rev-86.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 345 Rev-76,Seagate,183.71,53,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_345_rev-76.jpg,A reliable motherboard designed for overclocking and heavy usage.
Motherboard,Motherboard Model 469 Rev-9,Kingston,173.2,31,{'socket': 'LGA1700'},https://example.com/motherboard_model_469_rev-9.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
